BPG	P2G	P3G	ADP	DHAP	E4P	F6P	FBP	GAP	NADPH	PEP	PHI	R5P	Ru5P	RuBP	S7P	SBP	Xu5P	PYR	ATP	NADP	O2	CO2_cax	CO2_cyt	ACCOA	NADH	NAD	COA	PPool
9.874039E-03	3.136060E-01	1.718854E+00	5.725886E-01	1.102004E+00	2.705275E-02	3.917835E+00	3.897785E-02	1.857562E+00	1.321480E-01	4.523506E-01	1.599191E+00	3.361695E-02	1.005754E-02	6.868178E-02	2.051847E+00	2.512014E-04	6.460258E-02	1.049039E-02	7.702020E+00	3.851408E-02	2.730000E-01	1.500000E-01	1.360000E-02	1.920853E-01	3.873406E-04	1.539186E-02	5.837690E-04	1.759110E+00
6.876845E-03	6.879896E-01	6.366524E+00	1.388526E-01	2.654740E-01	7.117959E-03	1.905275E-01	3.589952E+00	1.792528E+01	1.123973E+00	9.545785E-01	1.709516E+00	4.443780E-02	1.836145E-02	1.655258E-01	4.732224E-02	1.861859E-04	2.130401E-01	3.892747E-01	6.885031E-01	1.545389E-01	2.730000E-01	1.500000E-01	1.360000E-02	6.343504E-01	8.710957E-03	6.459108E-01	6.923137E-03	1.880468E+00
1.220531E-03	1.490860E-01	1.048471E+00	3.341065E+00	2.780789E-01	8.242238E-02	4.705686E+00	8.745596E-02	9.699626E+00	5.534120E-01	3.229681E-01	1.206991E+00	1.019216E-01	1.022940E-02	7.692861E-02	2.350681E+00	1.121334E-04	1.093467E-01	1.057272E+01	1.825671E+01	3.864144E-02	2.730000E-01	1.500000E-01	1.360000E-02	6.966773E-03	2.933976E-03	7.875154E-02	1.241223E-04	1.327690E+00
5.370520E-04	5.245722E-01	5.571210E+00	7.140886E-02	3.535784E+00	7.502398E-03	8.507192E-01	5.610915E-01	2.854705E+00	1.416109E+01	2.267509E+00	1.011300E+00	1.455341E-01	1.339217E-02	4.352758E-01	1.889468E-01	1.424681E-04	4.464580E-01	1.492307E+00	9.153245E-01	1.147288E+00	2.730000E-01	1.500000E-01	1.360000E-02	6.000694E-03	5.011876E-03	7.921749E-02	1.165598E-04	1.112430E+00
3.783651E-03	5.584929E-01	8.791866E+00	1.821804E-01	5.037478E+00	4.701855E-02	1.707187E+00	1.829723E+00	5.241858E+00	3.355659E-01	5.560470E-01	1.806835E+00	3.503498E-02	1.383682E-02	1.130762E-01	2.858318E+00	1.841068E-04	6.264626E-02	1.630507E-04	6.733060E-01	1.658945E-02	2.730000E-01	1.500000E-01	1.360000E-02	1.325020E-02	5.443444E-03	7.130765E-02	5.693162E-01	1.987519E+00
7.733855E-04	1.084914E-01	1.726408E+00	6.561121E-02	1.166771E-01	1.248028E-02	6.466441E-01	2.300149E-02	1.756117E-01	1.368234E+01	5.144839E-01	1.152398E+01	2.931300E-02	7.708152E-03	3.476926E-01	4.217255E-01	1.549885E-04	1.100282E-01	7.457839E-04	3.256404E-01	5.734235E-01	2.730000E-01	1.500000E-01	1.360000E-02	2.599592E-02	4.184351E-03	1.910557E-01	3.063516E-02	1.267638E+01
7.363147E-03	7.749469E-01	6.672248E+00	1.761385E+00	2.757126E+00	7.473946E-03	6.568918E-01	6.770364E+00	8.444842E-01	8.317669E-02	1.424297E+00	9.941168E+00	3.058102E-02	1.052571E-02	1.946120E-01	1.024499E-01	2.884093E-04	1.301119E-01	1.548406E-02	8.986518E+00	5.574253E-03	2.730000E-01	1.500000E-01	1.360000E-02	1.926907E-02	4.686518E-03	2.408698E-01	4.791515E-04	1.093528E+01
1.202199E-02	4.938640E-01	5.892959E+00	4.659481E-01	2.096828E+00	1.323495E-02	1.796585E+00	3.725942E+00	4.025020E+01	2.490029E-01	5.187630E-01	5.321237E+00	5.976873E-02	7.814174E-03	6.347740E-02	1.242486E-01	9.361511E-04	2.298432E-01	8.005552E+00	3.129805E+00	1.309405E-02	2.730000E-01	1.500000E-01	1.360000E-02	5.845803E-03	5.366947E-04	2.682848E-02	2.676354E+00	5.853361E+00
2.956149E-02	7.832494E-02	5.114863E+00	1.309192E-01	3.609522E+00	3.463928E-03	1.082180E+00	1.983466E-01	1.602084E+01	5.921591E+00	3.328142E-01	1.138900E+01	6.191269E-02	1.433018E-02	1.540373E-01	2.982058E+00	9.807894E-04	3.227250E-01	5.728467E-04	1.707957E+00	3.884878E-01	2.730000E-01	1.500000E-01	1.360000E-02	3.992301E-02	3.809980E-03	4.627690E-01	6.964386E-01	1.252790E+01
2.002523E-03	7.218913E-01	5.132581E+00	2.166795E-01	4.379882E-01	4.407156E-03	3.895929E+00	1.736548E-02	9.117374E+00	1.819062E-01	3.778110E-01	1.215238E+00	1.068949E-01	1.981229E-02	1.774111E-01	8.253038E-01	2.275257E-04	1.500028E+00	2.434607E-01	9.362208E-01	3.094418E-02	2.730000E-01	1.500000E-01	1.360000E-02	3.664347E-02	1.291281E-03	4.664931E-02	4.222366E-03	1.336762E+00
8.177934E-03	6.052538E-01	7.775155E+00	1.724142E-01	2.535422E+00	2.187183E-01	1.258529E+00	7.622354E-01	2.502253E+01	1.138477E+00	2.274249E+00	2.368678E+00	1.177338E-01	1.808978E-02	4.790956E+00	2.031197E+00	2.164342E-02	5.707806E-01	6.644935E-02	1.079029E+00	1.553468E-01	2.730000E-01	1.500000E-01	1.360000E-02	8.476793E-02	1.973035E-02	1.512403E-01	1.207673E+00	2.605546E+00
1.654947E-02	1.530350E-01	1.019613E+01	3.682905E-01	4.797549E+00	3.511175E-03	2.668139E-01	4.523175E-02	7.888385E-01	1.186386E-02	6.124810E-01	1.762055E+00	2.630097E-02	1.077024E-02	4.602562E-01	1.076157E+00	3.115450E-04	2.043038E-01	4.041605E-03	1.912601E+00	5.701362E-02	2.730000E-01	1.500000E-01	1.360000E-02	5.113265E-02	3.908463E-03	6.428598E-02	2.837307E-03	1.938261E+00
1.102661E-02	2.950077E-01	8.836496E+00	7.850652E-01	1.766113E-01	1.746232E+00	1.487190E+00	1.554602E+00	7.355490E+00	4.499140E+00	3.489005E-01	1.448716E+00	4.917343E-02	1.703847E-02	2.369259E-01	4.201127E+00	5.421196E-04	8.097386E-02	2.592341E-02	5.526574E+00	6.463862E-01	2.730000E-01	1.500000E-01	1.360000E-02	1.001974E-01	1.226855E-02	1.773198E-01	1.352811E-03	1.593588E+00
4.730884E-03	6.273148E-01	1.104527E+01	5.255948E-02	3.741224E+00	2.338750E-03	4.398756E+00	1.647431E-02	6.324596E+00	3.588630E-01	1.217369E+00	1.307894E+00	5.526893E-02	2.300362E-02	1.336575E+00	7.394686E-01	7.087074E-04	3.574746E+00	4.738407E+01	5.864625E-02	2.628173E-02	2.730000E-01	1.500000E-01	1.360000E-02	4.206466E-03	2.956038E-04	6.890538E-03	1.472764E+01	1.438683E+00
9.084417E-04	2.623116E-01	1.113904E+01	1.493456E+00	5.223354E+00	2.330172E-02	2.574178E+00	1.112484E-01	9.209312E-01	8.389555E-02	8.588639E-01	2.328451E+00	8.189942E-02	1.745328E-02	7.666538E-02	3.562103E-01	4.222081E-03	1.267970E-01	5.032165E-01	1.339413E+00	6.604749E-03	2.730000E-01	1.500000E-01	1.360000E-02	8.974463E-01	7.497672E-03	6.781589E-02	8.476669E+00	2.561296E+00
1.525482E-02	2.759938E-01	7.769286E+00	1.096714E-01	2.429645E+00	3.124283E-01	2.214535E+00	8.523898E-01	5.669630E+00	8.569714E+00	8.116314E-01	3.336205E+00	1.201239E-01	1.158876E-02	3.434640E-01	4.447296E-01	1.474348E-03	4.719816E-01	2.270901E-01	1.143938E+00	1.259550E+00	2.730000E-01	1.500000E-01	1.360000E-02	3.489832E-03	1.038832E-04	1.261646E-02	6.593302E-03	3.669826E+00
3.021807E-03	5.514476E-01	9.770975E+00	1.254066E-01	7.892740E-01	1.219267E-01	6.123708E-01	1.068420E-01	1.729044E+01	6.597820E+00	2.431152E+00	1.061829E+00	6.807141E-02	9.976755E-03	6.573658E+00	8.433164E-02	1.316170E-02	6.316719E-02	1.732466E-02	1.616037E-01	4.298880E-01	2.730000E-01	1.500000E-01	1.360000E-02	1.423414E-02	1.050319E-02	3.721205E-01	4.389795E-04	1.168012E+00
1.855657E-02	5.300878E-02	5.642887E+00	5.866896E-01	1.887252E+00	3.794864E+00	3.502917E+00	3.586281E-01	1.911305E+01	8.593444E+00	2.742639E-01	5.108291E+00	1.348716E-01	1.424557E-02	9.690825E-01	9.819767E-01	1.054673E+00	9.899127E-02	7.751036E-04	8.115224E+00	8.800789E-01	2.730000E-01	1.500000E-01	1.360000E-02	2.584034E-03	3.831905E-04	1.538149E-02	3.231275E-03	5.619120E+00
6.613140E-04	2.552341E-01	3.091577E+00	5.787696E-02	2.896267E-01	8.702532E-02	2.661718E+00	1.751823E-02	7.924515E-02	2.858729E-01	6.111172E-01	2.054465E+00	7.369476E-02	7.862443E-03	7.252118E-02	2.208202E+00	7.104794E-04	3.510511E-02	9.852287E-02	2.479889E-01	5.554426E-01	2.730000E-01	1.500000E-01	1.360000E-02	5.600776E-02	3.467755E-03	1.430810E-01	1.216495E-03	2.259912E+00
5.135503E-03	2.561171E-01	3.505255E+00	8.615795E-01	5.209911E+00	3.773694E-01	7.039861E-01	3.732651E-02	4.505106E+01	1.377205E+00	3.183954E-01	1.053451E+00	1.212888E-01	3.408634E-02	3.354820E+00	2.261804E+00	1.428916E-02	1.520228E-01	2.571949E-03	9.047224E+00	8.711646E-02	2.730000E-01	1.500000E-01	1.360000E-02	2.806996E-01	3.423072E-03	6.282231E-01	4.637863E-02	1.158796E+00
1.746601E-03	6.187063E-01	3.360288E+00	1.597773E+00	5.391100E+00	7.342684E-03	1.759921E-01	6.077436E-01	5.466057E+00	1.410001E+00	1.804091E-01	4.813768E+00	7.491610E-02	9.831618E-03	2.239654E+00	3.665065E-02	1.120267E-03	2.061632E-01	1.430787E+01	5.188509E+00	6.601079E-02	2.730000E-01	1.500000E-01	1.360000E-02	3.541846E-01	1.342152E-04	1.112151E-02	1.596037E-03	5.295145E+00
1.038013E-03	4.933817E-02	1.272890E+00	1.985124E-01	3.049457E-01	8.624462E-02	1.004944E+00	1.258487E-01	1.375629E+01	1.651279E+01	1.974507E-01	1.414345E+00	7.331642E-02	2.290979E-02	4.594208E+00	3.257957E+00	2.298382E-03	2.374051E-01	1.639910E-02	1.253458E+00	6.392405E-01	2.730000E-01	1.500000E-01	1.360000E-02	6.178015E-03	7.815035E-04	7.704938E-02	2.706337E+01	1.555780E+00
1.533985E-02	1.150572E-01	7.358586E+00	1.379072E-01	2.126521E+00	4.370672E-03	2.651135E-01	6.697243E-02	2.363322E+01	3.252423E-01	3.550006E-01	1.965134E+00	1.355572E-01	7.892032E-03	9.869911E-02	2.095936E-01	2.728089E-04	1.144128E+00	2.609384E-04	9.574592E-01	8.240549E-02	2.730000E-01	1.500000E-01	1.360000E-02	3.288851E-03	2.434038E-03	2.984860E-01	3.412204E-01	2.161647E+00
2.427865E-03	3.613557E-01	7.943334E+00	8.136340E-01	3.122749E+00	2.590352E-01	1.735437E+00	2.319434E-02	3.594232E+00	1.277888E+00	1.082765E+00	6.113901E+00	1.097411E-01	1.048223E-02	6.461552E-01	1.538660E-01	1.388380E-04	1.395142E-01	2.702426E-03	5.720451E+00	1.064576E-01	2.730000E-01	1.500000E-01	1.360000E-02	5.451387E-02	2.676146E-02	9.973756E-02	1.505096E+00	6.725291E+00
5.025455E-02	1.651407E-01	1.044292E+01	3.555442E-01	7.907785E-02	2.425060E-01	4.410202E+00	1.289700E+00	1.066922E+01	1.248773E-01	2.981095E-01	1.211697E+00	1.330829E-01	1.656472E-02	1.788806E+00	2.760439E+00	8.685072E-04	3.887049E-01	1.114380E-04	3.809116E+00	2.256573E-02	2.730000E-01	1.500000E-01	1.360000E-02	2.200523E-01	3.680809E-02	1.724466E-01	2.913864E+01	1.332867E+00
1.601242E-02	3.983666E-01	5.736058E+00	1.539847E+00	2.926308E-01	4.484439E-01	3.861878E-01	3.540352E+00	3.536742E+01	9.807983E-01	2.827623E-01	1.217339E+00	9.659282E-02	2.322953E-02	2.524081E-01	1.186031E-01	1.222444E-02	2.248657E-01	5.155090E-02	8.838388E+00	5.285748E-02	2.730000E-01	1.500000E-01	1.360000E-02	4.088651E-03	3.828420E-04	2.016125E-02	1.720722E-02	1.339073E+00
3.834836E-04	1.227529E-01	7.736396E+00	1.130468E+00	1.648510E+00	2.179275E-02	2.277089E+00	2.773794E-02	2.185469E+00	9.650317E-01	5.112190E-01	3.480906E+00	1.165222E-01	1.517778E-02	8.913680E-01	2.899262E-01	2.712436E-03	7.424144E-02	2.111957E-04	1.507311E+00	3.827503E-02	2.730000E-01	1.500000E-01	1.360000E-02	5.625495E-03	4.171655E-04	2.179925E-02	7.222064E-03	3.828997E+00
1.484659E-03	1.013097E-01	6.699594E+00	1.089153E-01	5.969678E+00	1.212224E-03	2.385234E-01	9.120282E-02	4.005669E+00	2.180054E+00	5.129199E-01	1.012254E+00	3.694616E-02	8.234932E-03	1.571249E+00	2.513205E-02	6.993654E-04	1.864994E-01	3.826566E+00	1.192514E-01	1.847702E-01	2.730000E-01	1.500000E-01	1.360000E-02	3.692009E-01	1.458805E-02	6.731923E-02	2.135830E-04	1.113479E+00
1.593572E-02	2.667074E-01	2.934595E+00	6.829513E-02	2.301162E+00	2.384169E-02	6.649854E-01	2.830882E+00	2.779884E+00	5.352006E-01	1.736798E-01	2.021173E+00	9.044891E-02	1.648794E-02	3.039715E-01	1.476600E-01	8.343271E-03	1.076405E-01	3.932760E-02	7.569267E-01	1.860880E-01	2.730000E-01	1.500000E-01	1.360000E-02	3.348933E-01	3.653399E-03	5.252171E-01	1.871399E+01	2.223290E+00
7.050252E-04	2.342036E-01	1.355414E+00	2.278716E+00	7.729619E-01	2.368675E-01	7.008306E-01	8.861668E-01	1.819950E+00	2.516520E+01	5.891735E-01	2.083102E+00	1.355334E-01	1.644764E-02	6.343251E-01	1.685200E-01	7.652783E-03	8.073544E-02	9.495335E-04	2.520270E+00	1.104780E+00	2.730000E-01	1.500000E-01	1.360000E-02	3.395867E-03	1.221343E-02	1.799004E-01	2.298136E+01	2.291412E+00
1.092859E-02	1.066906E-01	1.041093E+01	8.158455E-01	4.877089E+00	4.031502E-01	2.933115E+00	7.566265E-01	1.356027E+00	1.930288E-01	4.091054E-01	1.760490E+00	6.695011E-02	1.364089E-02	7.577058E-01	5.203440E-02	1.127734E-01	7.399085E-02	1.977576E-03	4.664094E+00	8.315184E-01	2.730000E-01	1.500000E-01	1.360000E-02	1.522517E-02	1.169947E-02	6.151701E-02	6.714576E-04	1.936539E+00
9.664071E-03	6.880947E-01	7.008697E+00	5.831542E-01	1.281677E+00	3.676923E-02	1.720536E+00	4.399706E-01	2.604740E-01	6.637523E-02	2.427332E-01	1.209870E+01	1.317401E-01	9.170874E-03	4.028659E+00	4.097282E-01	6.357095E-03	6.226827E-02	1.958798E-02	4.811765E+00	7.326242E-03	2.730000E-01	1.500000E-01	1.360000E-02	3.727469E-01	9.279244E-02	5.938546E-01	7.959907E-04	1.330857E+01
1.311458E-02	3.451939E-01	2.003405E+00	5.666507E-02	2.868113E+00	7.801660E-01	2.011228E+00	4.086672E+00	4.992717E+00	1.733530E+00	2.215337E-01	3.394711E+00	1.303989E-01	2.317835E-02	2.029749E+00	1.481014E+00	1.372458E-01	1.305725E-01	5.828896E-04	7.929987E-01	7.694499E-01	2.730000E-01	1.500000E-01	1.360000E-02	8.227996E-01	1.137556E-02	3.333200E-01	2.685389E-03	3.734182E+00
2.788447E-04	5.978367E-02	4.326832E-01	9.300802E-02	7.510185E-01	1.095149E-01	1.948023E+00	2.106114E+00	3.128575E+00	7.717162E+00	2.301745E-01	1.036624E+00	4.174111E-02	1.082217E-02	3.344989E-01	6.947919E-01	6.430530E-04	2.729900E-01	6.569436E+01	4.686954E-01	4.214752E-01	2.730000E-01	1.500000E-01	1.360000E-02	1.297245E-01	9.070167E-03	3.417747E-01	3.956152E-01	1.140286E+00
3.197382E-04	7.715079E-01	7.261707E+00	1.005248E+00	2.557432E+00	5.460324E-03	3.520001E+00	8.161304E-02	9.436522E-01	2.879256E+01	3.363310E-01	1.322282E+00	1.466919E-01	1.175839E-02	1.854293E+00	5.984723E-01	2.691526E-04	5.275509E-02	2.367182E+00	1.060727E+00	1.104515E+00	2.730000E-01	1.500000E-01	1.360000E-02	2.883649E-02	3.944147E-03	5.341660E-01	7.661798E-02	1.454510E+00
1.725831E-03	6.389069E-01	9.637660E+00	2.274276E-01	5.038871E-01	7.636092E-03	2.431856E+00	4.308217E-01	2.757041E+00	1.423841E+00	1.030853E+00	2.583494E+00	7.755179E-02	1.059945E-02	4.645476E+00	1.452953E-01	2.079446E-04	4.048522E-01	3.034372E-01	1.134035E+00	2.100677E-01	2.730000E-01	1.500000E-01	1.360000E-02	7.270055E-01	6.680431E-04	2.925498E-02	5.326508E+01	2.841843E+00
1.289679E-03	2.260745E-01	4.014453E+00	8.056954E-01	2.566427E-01	4.900798E-02	9.310831E-01	1.228831E-01	8.774377E-01	3.314536E-01	3.631519E-01	2.272191E+00	1.404644E-01	4.179318E-02	6.243916E-02	2.565672E+00	1.726997E-03	2.250478E-01	1.821691E-02	5.452071E+00	1.401037E-02	2.730000E-01	1.500000E-01	1.360000E-02	4.234835E-03	2.391770E-04	8.426965E-03	1.485897E-01	2.499410E+00
3.728562E-03	5.141237E-01	6.113973E+00	9.783078E-02	1.211551E+00	7.178324E-02	3.837179E+00	2.920378E-02	8.363155E+00	1.440288E+01	2.576623E+00	6.476751E+00	3.810781E-02	8.554640E-03	2.256661E+00	8.644589E-02	6.533215E-03	9.184775E-02	2.549805E+00	5.498074E-01	8.616193E-01	2.730000E-01	1.500000E-01	1.360000E-02	8.392621E-01	2.526577E-02	1.553888E-01	3.631017E-02	7.124426E+00
2.325570E-04	3.396151E-01	2.056589E+00	5.417257E-02	5.497202E-01	8.773976E-02	8.710554E-01	3.985833E+00	2.795308E+00	4.589123E-01	9.563849E-01	1.302799E+00	1.120371E-01	1.972671E-02	4.759355E+00	2.356720E-01	3.388194E-04	2.409986E-01	7.740682E-03	7.065435E-01	1.771460E-02	2.730000E-01	1.500000E-01	1.360000E-02	4.698274E-03	2.637309E-04	5.178347E-02	5.794252E+01	1.433079E+00
1.511784E-02	2.648871E-01	7.786803E+00	1.659885E+00	2.097804E+00	5.665330E-03	2.602201E-01	9.297496E-01	5.235024E-01	1.423722E-01	8.597844E-01	1.346102E+00	9.285162E-02	1.075988E-02	3.693644E-01	2.924744E+00	4.575986E-04	2.223294E-01	2.554061E+00	1.105080E+01	6.909267E-01	2.730000E-01	1.500000E-01	1.360000E-02	9.456593E-02	1.669536E-02	1.436591E-01	3.841536E-04	1.480712E+00
1.114996E-03	1.248424E-01	3.298519E+00	1.189557E+00	4.530114E+00	5.721075E-02	1.238211E+00	5.269219E+00	7.944414E-01	1.555462E+01	2.710795E-01	6.081893E+00	7.508487E-02	1.713380E-02	2.200268E-01	3.083145E-01	4.409069E-04	1.919555E-01	5.203309E-01	7.344294E+00	8.121791E-01	2.730000E-01	1.500000E-01	1.360000E-02	9.472757E-03	4.262455E-03	6.353119E-02	3.794089E-01	6.690082E+00
1.079420E-02	3.487264E-01	9.458868E+00	4.347418E-02	3.097645E-02	1.360524E+00	3.054910E+00	2.266272E+00	7.162701E+01	1.054014E+00	1.216183E+00	1.000887E+00	1.482100E-01	9.576441E-03	2.263722E+00	3.596060E-01	1.156093E-03	9.748222E-01	1.374125E-03	4.365793E-01	7.824048E-02	2.730000E-01	1.500000E-01	1.360000E-02	1.287989E-01	1.860253E-02	5.469027E-02	7.762187E-01	1.100976E+00
1.372847E-02	4.568640E-01	4.840917E+00	1.071528E+00	1.767582E+00	4.960165E-02	6.965129E-01	1.258063E-01	6.127045E+00	1.462733E+00	8.771628E-01	1.774303E+00	6.364638E-02	2.155929E-02	8.205887E-02	6.380545E-01	1.445192E-03	2.792870E-01	3.241519E-01	1.313670E+01	1.188742E+00	2.730000E-01	1.500000E-01	1.360000E-02	2.442240E-01	2.297958E-03	1.228587E-01	1.134983E+01	1.951733E+00
1.588485E-02	2.525777E-01	5.697244E+00	6.492735E-02	3.959925E-01	8.968827E-02	3.213739E+00	1.480527E+00	5.708157E+00	1.231495E+00	1.045174E+00	2.385555E+00	6.341959E-02	2.098172E-02	1.590894E+00	1.565677E+00	1.944626E-03	3.189831E+00	8.366667E-04	6.162286E-01	1.270757E+00	2.730000E-01	1.500000E-01	1.360000E-02	1.217085E-01	2.825090E-03	2.909463E-01	1.378277E+01	2.624111E+00
7.279464E-03	2.732158E-01	4.071923E+00	5.537360E-01	7.491002E-01	3.787058E-01	1.847992E+00	9.334772E-01	3.830768E+00	8.868891E-03	6.631874E-01	2.082718E+00	9.557855E-02	1.177857E-02	8.850482E+00	1.299415E-01	5.516380E-03	2.058539E-01	1.771798E-01	2.251180E+00	6.749463E-03	2.730000E-01	1.500000E-01	1.360000E-02	1.153209E-02	2.506300E-04	3.767200E-02	6.026704E-03	2.290990E+00
1.536121E-03	1.170801E-01	6.385003E+00	9.523064E-01	1.051275E-01	3.831023E-02	1.230646E+00	2.000745E+00	5.968279E+00	9.512525E+00	4.251969E-01	3.697279E+00	1.241958E-01	9.974431E-03	3.962112E+00	2.621122E+00	2.217418E-04	1.192605E-01	2.029273E-04	2.467341E+00	3.605949E-01	2.730000E-01	1.500000E-01	1.360000E-02	1.063277E-02	1.613761E-03	4.112266E-02	1.053876E+00	4.067007E+00
8.619638E-03	5.221850E-02	8.481410E+00	7.577670E-02	4.901280E+00	7.696110E-02	4.230605E+00	1.496315E+00	1.746589E+01	5.376056E+00	1.992348E-01	8.564067E+00	1.112730E-01	3.983360E-02	1.665395E+00	1.371604E-01	2.410618E-04	1.805288E-01	8.627083E-03	8.883157E-01	3.118038E-01	2.730000E-01	1.500000E-01	1.360000E-02	2.418784E-02	5.980228E-03	2.321713E-01	6.099739E-01	9.420474E+00
3.125046E-02	4.612598E-01	1.134049E+01	6.228057E-01	1.230201E+00	2.860064E-01	1.970868E-01	6.266285E-01	2.962065E+01	2.384554E-01	8.256071E-01	3.430390E+00	8.041486E-02	1.906327E-02	1.225970E-01	2.954034E+00	3.812125E-03	1.367994E-01	2.418752E+01	4.289849E+00	2.380810E-02	2.730000E-01	1.500000E-01	1.360000E-02	7.471310E-03	1.335945E-02	1.323985E-01	5.900518E-03	3.773429E+00
3.150792E-03	7.458494E-01	5.758876E+00	3.309364E+00	5.353653E-01	4.093211E-03	1.960798E+00	3.928923E-02	1.976534E-01	3.032096E-01	9.981197E-01	6.131785E+00	4.867766E-02	1.725594E-02	2.727866E+00	8.532106E-01	1.946195E-04	4.052577E-01	3.713030E+01	6.591045E+00	1.749423E-02	2.730000E-01	1.500000E-01	1.360000E-02	2.868762E-02	1.568200E-03	6.696765E-02	1.025198E-01	6.744964E+00
3.281946E-02	2.420270E-01	9.625120E+00	8.498682E-01	8.661701E-01	8.322093E-03	4.588157E-01	2.245571E-01	4.609040E+01	1.926704E-01	1.144795E+00	2.983871E+00	1.261296E-01	3.649977E-02	1.521145E+00	9.815946E-01	2.811245E-04	1.655839E-01	7.874824E-01	6.026470E+00	9.567138E-03	2.730000E-01	1.500000E-01	1.360000E-02	5.977016E-02	1.810353E-03	1.191475E-02	5.592862E-03	3.282258E+00
2.270607E-02	3.214757E-01	8.010083E+00	1.810544E-01	3.503235E-01	2.600660E-01	3.919835E-01	5.135489E-02	1.894549E+01	2.411110E-02	2.720801E-01	1.434912E+00	1.272862E-01	2.976688E-02	1.273833E-01	1.318585E+00	8.978599E-03	2.621927E-01	3.906938E+00	1.259426E+00	5.903081E-03	2.730000E-01	1.500000E-01	1.360000E-02	6.680307E-03	4.220166E-03	4.721948E-01	2.608052E+01	1.578403E+00
1.375173E-02	7.574409E-01	1.058559E+01	1.642115E-01	1.650023E+00	1.890725E-03	1.158119E+00	1.731798E+00	6.815384E-01	6.005913E-01	2.323026E+00	6.736437E+00	4.078392E-02	9.055933E-03	1.149271E-01	1.245965E+00	1.168934E-04	2.697751E-01	1.655644E-03	1.622613E+00	4.686135E-02	2.730000E-01	1.500000E-01	1.360000E-02	1.434844E-01	4.816021E-03	2.620825E-02	4.763903E-04	7.410081E+00
2.805316E-04	8.151716E-01	5.855852E+00	3.328024E-01	5.419926E+00	1.237300E-02	1.756697E+00	2.078432E-02	1.819354E+00	7.855222E+00	1.661516E+00	1.500135E+00	1.004815E-01	3.258969E-02	9.965333E-02	2.794605E-01	4.218112E-04	5.649201E-01	1.022605E+00	1.545807E-01	5.578119E-01	2.730000E-01	1.500000E-01	1.360000E-02	1.487187E-01	1.433519E-04	1.878637E-02	8.275047E-03	1.650149E+00
2.091976E-03	3.314093E-01	8.247476E+00	4.666433E-02	4.163471E-01	2.241735E-02	1.985747E+00	3.355589E-02	2.653236E+00	3.852268E-02	2.618388E-01	2.686299E+00	3.010194E-02	9.122215E-03	7.033640E-01	2.083741E-01	5.483969E-04	5.515883E-01	6.232462E+01	2.453581E-01	6.529135E-03	2.730000E-01	1.500000E-01	1.360000E-02	4.904907E-01	7.150323E-03	2.937909E-01	1.471086E+00	2.954929E+00
7.608800E-03	1.813325E-01	7.702549E+00	3.924274E-01	4.467529E+00	6.719299E-03	3.233652E+00	2.273273E+00	1.046366E+00	7.295059E-01	8.084592E-01	4.372156E+00	9.078089E-02	1.153040E-02	7.680552E-01	4.246343E+00	2.604326E-03	1.994292E+00	3.526792E-02	3.236138E+00	8.189307E-01	2.730000E-01	1.500000E-01	1.360000E-02	1.368344E-02	2.191950E-03	6.957124E-03	1.623576E-03	4.809372E+00
1.596630E-02	5.155229E-01	2.755208E+00	2.152094E-01	1.603985E+00	7.586727E-02	2.959274E-01	8.303197E-02	6.077619E+00	1.907821E-02	7.389848E-01	1.722395E+00	4.501399E-02	9.528304E-03	3.312904E+00	1.784079E-02	2.656728E-03	1.531141E-01	1.467375E-03	2.621162E+00	7.219155E-03	2.730000E-01	1.500000E-01	1.360000E-02	8.630853E-03	8.403563E-03	1.523875E-01	3.044466E-02	1.894635E+00
1.979396E-03	6.345973E-02	1.141140E+01	2.878797E+00	2.656388E+00	6.019752E-03	4.673242E-01	4.623374E-01	2.617803E+00	6.898950E-01	2.573773E-01	2.975559E+00	1.557465E-01	1.245802E-02	7.905096E-01	2.708987E-01	3.111162E-04	3.619998E-01	1.979232E-01	4.935468E+00	2.531823E-02	2.730000E-01	1.500000E-01	1.360000E-02	4.942724E-01	7.202509E-04	2.951212E-02	9.099442E+00	3.273115E+00
2.079804E-02	2.131524E-01	3.584100E+00	1.875930E+00	1.594351E+00	1.431987E-01	3.613634E+00	1.125478E-01	1.390530E+00	9.239657E-01	2.230229E-01	1.260816E+01	6.506167E-02	2.026607E-02	2.444525E+00	2.147337E-01	3.233674E-02	2.017960E-01	4.001090E-03	2.630168E+01	1.094101E-01	2.730000E-01	1.500000E-01	1.360000E-02	1.086108E-02	1.149978E-02	4.546703E-01	1.186600E-02	1.386898E+01
1.435696E-02	3.358073E-01	9.529782E+00	2.092516E-01	1.360852E+00	3.448574E-02	2.204757E-01	6.699193E-02	1.111738E+01	3.462129E+00	1.955619E-01	1.811113E+00	1.497152E-01	4.926887E-02	1.604943E-01	1.236164E+00	1.591426E-03	5.731944E-01	1.495940E+00	8.202484E-01	1.699455E-01	2.730000E-01	1.500000E-01	1.360000E-02	4.705989E-03	2.487121E-04	1.236641E-02	9.851093E-02	1.992224E+00
